location,building_type,floor_count,orientation,facade_area_sqm,budget_level,max_cost_per_sqm,required_u_value,required_shgc,required_vlt,acoustic_requirement,fire_rating_requirement,aesthetic_preference,thermal_insulation_required,wind_load_level,climate_zone,avg_temp_c,avg_humidity_pct,avg_rainfall_mm,solar_exposure,material_id,material_type,material_subtype,cost_per_sqm,installation_cost_per_sqm,material_u_value,material_shgc,material_vlt_percent,fire_rating,durability_years,maintenance_freq_per_year,acoustic_rating_rw,water_absorption_pct,material_density_kgm3,recommended_climates,surface_reflectivity_pct,material_lifespan_years,total_material_cost,total_installation_cost,total_cost_estimate,thermal_gap_u_value,thermal_gap_shgc,budget_fit_flag,aesthetic_match_flag,fire_safety_match_flag,climate_match_flag,suitability_score
Tirupati,Hospital,14,east,1450,medium,155,1.5,0.3,42,yes,A1,glass,not required,high,hot,28,72,600,high,M1,glass,low-e,115,40,1.2,0.35,50,C,25,1,35,0.5,2500,"coastal,hot",25,30,166750,58000,224750,0.3,0.05,1,1,0,1,75
Nowrangapur,Residential,10,north,925,low,92,2.4,0.54,61,no,B,stone,required,avg,moderate,26,72,1650,medium,M185,stone,granite,138,29,1.95,0,0,C,39,0.7,30,1,2620,"moderate,cold",20,52,127650,26825,154475,0.45,0.54,0,1,0,1,46
Amritsar,Commercial,19,south,1900,medium,170,1.7,0.4,47,yes,A2,louvers,required,high,cold,24,60,700,low,M25,louvers,aluminum,119,30,3.8,0,0,C,18,3,29,0.9,2750,"cold,moderate",42,28,226100,57000,283100,2.1,0.4,1,0,0,1,44
Jalgaon,Residential,4,north,425,low,68,2.8,0.6,70,no,B,stone,required,avg,hot,29,61,700,medium,M16,stone,marble,129,35,1.7,0,0,C,38,0.6,24,0.4,2700,hot,20,52,54825,14875,69700,1.1,0.6,0,1,0,1,37
Guwahati,Hospital,12,east,1250,high,230,1.4,0.28,38,yes,A1,metal,required,high,hot,25,82,2000,high,M28,metal,zinc,95,26,2.9,0,0,A1,22,1.8,31,0.3,7100,moderate,38,35,118750,32500,151250,1.5,0.28,1,1,1,0,66
Raipur,Industrial,6,west,550,low,85,2.5,0.55,64,no,C,terracotta,required,avg,hot,31,67,1500,medium,M20,terracotta,panel,134,31,2.6,0,0,A1,34,1,28,3.5,2100,hot,14,42,73700,17050,90750,0.1,0.55,0,1,0,1,51
Goa,Hospital,6,east,1100,medium,140,1.4,0.25,35,yes,A1,glass,required,high,coastal,26,85,3000,medium,M7,glass,laminated,123,38,1,0.25,40,B,22,1.2,36,0.2,2600,coastal,30,32,135300,41800,177100,0.4,0,1,1,0,1,74
Amritsar,Residential,10,north,900,low,90,2.3,0.5,58,no,B,stone,required,avg,hot,29,70,980,medium,M47,stone,granite,107,28,1.9,0,0,A2,35,0.6,30,1.1,2600,hot,18,50,96300,25200,121500,0.4,0.5,0,1,0,1,48
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,50,33,2,0,0,A1,20,1.6,35,2.2,1500,coastal,26,24,50000,33000,83000,0.5,0.3,1,0,1,1,79
Tumkur,Residential,9,north,850,low,82,2.4,0.54,61,no,B,stone,required,avg,moderate,24,68,950,medium,M93,stone,quartz,124,25,2.05,0,0,A1,39,0.6,28,1.1,2580,moderate,20,52,105400,21250,126650,0.35,0.54,0,1,0,1,48
Vijayawada,Residential,7,north,650,low,70,2.7,0.58,65,no,B,stone,required,avg,hot,30,66,900,medium,M88,stone,sandstone,60,26,1.9,0,0,A1,35,0.6,26,0.4,2300,hot,20,40,39000,16900,55900,0.8,0.58,1,1,0,1,61
Varanasi,Commercial,16,south,1400,medium,160,1.7,0.4,50,yes,A2,glass,required,high,hot,28,70,1100,high,M132,glass,low-e,103,40,1.3,0.35,48,A2,25,1,35,0.5,2500,"hot,coastal",25,30,144200,56000,200200,0.4,0.05,1,1,1,1,94
Pilibhit,Residential,10,north,950,medium,140,2.2,0.49,55,no,B,terracotta,required,avg,moderate,24,73,1250,low,M44,terracotta,gfrc,119,30,2.6,0,0,B,33,1,26,2.8,2000,moderate,20,38,113050,28500,141550,0.4,0.49,1,0,1,1,78
Jalandhar,Commercial,15,south,1400,medium,145,1.7,0.38,46,yes,A2,glass,required,high,hot,28,66,1200,medium,M46,glass,low-e,163,38,1.2,0.35,48,B,27,1,35,0.4,2500,coastal,25,32,228200,53200,281400,0.5,0.03,0,1,0,0,42
Bijnor,Commercial,15,south,1475,high,195,1.7,0.41,47,yes,A2,composite,required,high,hot,28,70,1150,medium,M39,composite,acp,36,32,1.9,0,0,B,18,1.5,32,2.1,1800,moderate,28,22,53100,47200,100300,0.2,0.41,1,0,0,0,51
Jalandhar,Commercial,15,south,1400,medium,145,1.7,0.38,46,yes,A2,glass,required,high,hot,28,66,1200,medium,M46,glass,low-e,163,38,1.2,0.35,48,B,27,1,35,0.4,2500,coastal,25,32,228200,53200,281400,0.5,0.03,0,1,0,0,42
Adilabad,Hospital,14,east,1375,high,240,1.3,0.27,38,yes,A1,glass,required,high,hot,28,70,1100,high,M210,glass,reflective,163,44,0.95,0.28,36,B,28,1.4,37,0.2,2550,"coastal,hot",45,38,224125,60500,284625,0.35,0.01,1,1,0,1,75
Etah,Residential,8,north,725,low,95,2.6,0.57,63,no,B,louvers,not required,avg,hot,29,66,920,high,M40,louvers,aluminum,74,30,3.5,0,0,B,20,2.5,29,0.9,2750,"cold,moderate",42,28,53650,21750,75400,0.9,0.57,1,0,1,0,60
Nanded,Commercial,20,south,1975,high,220,1.7,0.4,47,yes,A2,composite,required,high,hot,28,66,950,medium,M19,composite,hpl,51,33,2,0,0,A2,20,1.6,35,2.2,1500,coastal,26,24,100725,65175,165900,0.3,0.4,1,0,1,0,70
Kanayannur,Industrial,6,west,650,low,110,2.6,0.57,63,no,C,composite,not required,avg,hot,29,78,3000,medium,M197,composite,hpl,53,26,2.2,0,0,B,21,1.3,32,1.8,1850,coastal,25,26,34450,16900,51350,0.4,0.57,1,0,0,0,47
Pimpri,Residential,9,north,850,low,90,2.5,0.56,62,no,B,terracotta,required,low,moderate,26,68,750,medium,M219,terracotta,cladding,126,31,2.85,0,0,B,36,1,29,3,2100,hot,18,45,107100,26350,133450,0.35,0.56,0,1,1,0,57
Indore,Residential,11,north,850,low,75,2.6,0.58,68,no,B,composite,required,low,moderate,25,59,950,low,M14,composite,acp,30,20,2.1,0,0,A1,16,1,33,1.9,1600,moderate,25,18,25500,17000,42500,0.5,0.58,1,0,0,1,55
Jalandhar,Industrial,5,west,575,medium,135,2.7,0.58,64,no,C,stone,required,avg,hot,27,70,900,medium,M201,stone,limestone,142,28,2.1,0,0,A1,42,0.5,28,2.4,2350,moderate,24,55,81650,16100,97750,0.6,0.58,0,1,0,0,34
Gangawati,Residential,9,north,825,low,90,2.5,0.56,62,no,B,terracotta,required,low,hot,29,68,750,high,M209,terracotta,gfrc,114,33,2.85,0,0,A1,35,1,28,2.9,2050,hot,18,45,94050,27225,121275,0.35,0.56,0,0,0,1,37
Anantapur,Commercial,18,south,1625,high,225,1.6,0.35,46,yes,A2,metal,required,high,hot,29,66,550,high,M212,metal,stainless,75,28,2.95,0,0,A1,47,0.4,33,0.3,8000,"hot,cold",48,60,121875,45500,167375,1.35,0.35,1,1,0,1,57
Guwahati,Hospital,12,east,1250,high,230,1.4,0.28,38,yes,A1,metal,required,high,hot,25,82,2000,high,M28,metal,zinc,95,26,2.9,0,0,A1,22,1.8,31,0.3,7100,moderate,38,35,118750,32500,151250,1.5,0.28,1,1,1,0,66
Srinagar,Residential,9,north,850,low,88,2.5,0.56,62,no,B,terracotta,required,low,cold,15,65,650,low,M189,terracotta,cladding,122,34,2.8,0,0,A2,37,0.9,29,3,1950,"cold,moderate",18,45,103700,28900,132600,0.3,0.56,0,1,0,1,48
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,47,33,2,0,0,B,20,1.6,35,2.2,1500,coastal,26,24,47000,33000,80000,0.5,0.3,1,0,0,1,59
Kalyan,Hospital,14,east,1380,high,242,1.3,0.27,38,yes,A1,glass,required,high,hot,29,75,2500,high,M220,glass,reflective,165,45,0.92,0.28,35,A2,28,1.4,37,0.2,2550,"coastal,hot",45,38,227700,62100,289800,0.38,0.01,1,1,0,1,74
Nagercoil,Commercial,14,south,1350,medium,162,1.9,0.41,49,yes,A2,glass,required,high,hot,29,75,1250,high,M171,glass,low-e,124,40,1.25,0.38,48,C,26,1.2,36,0.4,2500,"hot,coastal",27,34,167400,54000,221400,0.65,0.03,1,1,0,1,70
Rohini,Hospital,12,east,1200,high,235,1.4,0.28,39,yes,A1,metal,required,high,hot,28,68,850,high,M196,metal,aluminum,104,34,3.2,0,0,B,23,1.9,33,0.6,2750,"hot,coastal",42,32,124800,40800,165600,1.8,0.28,1,1,0,1,56
Narela,Hospital,14,east,1425,high,245,1.3,0.27,38,yes,A1,glass,required,high,moderate,26,65,750,high,M200,glass,reflective,178,45,0.9,0.26,35,C,28,1.4,38,0.2,2550,"coastal,hot",45,38,253650,64125,317775,0.4,0.01,1,1,0,0,64
Sikar,Commercial,16,south,1480,medium,170,1.8,0.4,48,yes,A2,louvers,required,high,hot,27,58,450,high,M175,louvers,galvanized,59,30,3.6,0,0,B,24,2.5,32,0.8,2850,hot,42,35,87320,44400,131720,1.8,0.4,1,0,0,1,44
Saharanpur,Commercial,17,south,1600,medium,170,1.8,0.4,49,yes,A2,glass,required,high,hot,28,69,1100,high,M35,glass,reflective,143,40,1,0.31,37,B,36,1,35,0.5,2600,"hot,coastal",30,35,228800,64000,292800,0.8,0.09,1,1,0,1,68
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,200,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,205000,15375,220375,0.4,0.45,0,0,0,0,28
Veraval,Hospital,14,east,1380,high,235,1.4,0.27,38,yes,A1,metal,required,high,hot,29,72,1050,high,M143,metal,zinc,80,30,3.1,0,0,A2,24,1.8,33,0.5,7150,"coastal,hot",41,38,110400,41400,151800,1.7,0.27,1,1,0,1,56
Lal Bahadur Nagar,Industrial,6,west,625,low,102,2.6,0.57,63,no,C,composite,not required,avg,hot,29,66,850,medium,M164,composite,hpl,58,25,2.2,0,0,C,21,1.3,31,1.8,1850,moderate,25,26,36250,15625,51875,0.4,0.57,1,0,1,0,67
Surendranagar,Industrial,5,west,550,medium,125,2.7,0.58,64,no,C,stone,required,avg,hot,29,60,550,medium,M178,stone,limestone,95,29,2.15,0,0,B,41,0.5,27,2.3,2400,moderate,23,52,52250,15950,68200,0.55,0.58,1,1,0,0,54
Salem,Residential,6,north,550,low,65,2.7,0.6,68,no,B,terracotta,required,low,hot,29,66,750,medium,M30,terracotta,cladding,103,32,2.75,0,0,A2,36,0.9,26,3.2,1950,hot,15,44,56650,17600,74250,0.05,0.6,0,1,0,1,51
Udaipur,Residential,13,north,825,medium,135,2.1,0.48,56,no,B,terracotta,not required,avg,hot,28,52,550,high,M12,terracotta,gfrc,117,29,2.7,0,0,A2,32,1.2,26,2.5,2000,moderate,18,38,96525,23925,120450,0.6,0.48,1,0,0,0,45
Hubli,Commercial,18,south,1600,medium,178,1.7,0.39,47,yes,A2,louvers,required,high,hot,28,70,1100,high,M198,louvers,galvanized,109,33,3.6,0,0,B,24,2.5,31,0.8,2850,hot,43,35,174400,52800,227200,1.9,0.39,1,0,0,1,44
Patna,Residential,10,north,750,low,65,2.8,0.6,70,no,B,metal,not required,low,moderate,27,70,1400,low,M18,metal,stainless,118,18,2.9,0,0,B,50,0.3,30,0.2,8000,"moderate,cold",50,60,88500,13500,102000,0.1,0.6,0,1,1,1,70
Mumbai,Commercial,15,south,1200,medium,150,1.8,0.4,45,yes,A2,glass,required,high,coastal,28,75,2200,high,M1,glass,low-e,172,40,1.2,0.35,50,B,25,1,35,0.5,2500,"coastal,hot",25,30,206400,48000,254400,0.6,0.05,0,1,0,1,51
Barasat,Hospital,13,east,1200,high,230,1.4,0.27,38,yes,A1,metal,required,high,moderate,26,73,1200,high,M153,metal,galvanized,116,31,3.3,0,0,A2,23,2,33,0.6,2700,"hot,coastal",38,32,139200,37200,176400,1.9,0.27,1,1,0,0,46
Kurnool,Commercial,13,south,1325,high,195,1.7,0.39,47,yes,A2,glass,required,high,hot,29,72,1150,high,M91,glass,igu,97,38,1.1,0.35,50,A2,26,1.2,35,0.4,2450,hot,28,30,128525,50350,178875,0.6,0.04,1,1,1,1,91
Visakhapatnam,Commercial,17,south,1575,medium,175,1.7,0.39,47,yes,A2,louvers,required,high,hot,29,75,1100,high,M228,louvers,galvanized,71,30,3.5,0,0,A1,23,2.4,30,0.8,2900,hot,42,35,111825,47250,159075,1.8,0.39,1,0,0,1,44
Udaipur,Residential,13,north,825,medium,135,2.1,0.48,56,no,B,terracotta,not required,avg,hot,28,52,550,high,M12,terracotta,gfrc,117,29,2.7,0,0,A2,32,1.2,26,2.5,2000,moderate,18,38,96525,23925,120450,0.6,0.48,1,0,0,0,45
Bathinda,Commercial,20,south,1700,high,210,1.6,0.35,47,yes,A2,glass,required,high,hot,27,70,1120,high,M50,glass,laminated,130,38,1.1,0.32,36,A2,30,1,36,0.3,2450,hot,28,30,221000,64600,285600,0.5,0.03,1,1,1,1,92
Damoh,Industrial,6,west,650,low,105,2.6,0.57,62,no,C,composite,not required,avg,hot,27,68,950,high,M73,composite,acp,36,26,2.2,0,0,C,21,1.3,31,1.8,1850,moderate,28,26,23400,16900,40300,0.4,0.57,1,0,1,0,67
Gaya,Industrial,6,west,600,low,110,2.6,0.58,64,no,C,composite,not required,avg,hot,27,60,750,medium,M135,composite,hpl,44,25,2.1,0,0,C,20,1.2,31,1.8,1800,moderate,25,22,26400,15000,41400,0.5,0.58,1,0,1,0,65
Hassan,Commercial,15,south,1425,high,205,1.9,0.42,50,yes,A2,composite,required,high,moderate,24,74,1200,medium,M100,composite,hpl,63,34,2,0,0,B,20,1.5,33,2.1,1620,moderate,28,25,89775,48450,138225,0.1,0.42,1,0,0,1,63
Prayagraj,Residential,8,north,750,low,85,2.5,0.56,62,no,B,terracotta,required,low,hot,28,68,1000,medium,M229,terracotta,panel,122,33,2.85,0,0,B,36,1,28,3.1,2100,hot,17,45,91500,24750,116250,0.35,0.56,0,1,1,1,67
Hassan,Commercial,15,south,1425,high,205,1.9,0.42,50,yes,A2,composite,required,high,moderate,24,74,1200,medium,M100,composite,hpl,63,34,2,0,0,B,20,1.5,33,2.1,1620,moderate,28,25,89775,48450,138225,0.1,0.42,1,0,0,1,63
Malda,Industrial,5,west,475,low,105,2.5,0.56,60,no,C,stone,required,avg,hot,28,72,900,medium,M139,stone,granite,99,25,2,0,0,A2,40,0.6,28,1.9,2200,hot,20,50,47025,11875,58900,0.5,0.56,1,1,0,1,65
Meerut,Hospital,9,north,900,high,210,1.3,0.3,41,yes,A1,metal,required,high,hot,30,72,1200,high,M33,metal,aluminum,70,30,3.3,0,0,A2,22,2,31,0.8,2700,hot,25,28,63000,27000,90000,2,0.3,1,1,0,1,56
Budaun,Commercial,19,south,1825,high,225,1.9,0.43,50,yes,A2,metal,not required,high,hot,28,71,1180,high,M43,metal,stainless,109,25,2.9,0,0,A2,48,0.4,30,0.2,8000,"moderate,cold",48,60,198925,45625,244550,1,0.43,1,1,1,0,70
Jhansi,Commercial,14,south,1325,medium,160,1.9,0.41,49,yes,A2,glass,required,high,hot,28,65,850,high,M70,glass,low-e,128,40,1.25,0.38,47,C,25,1.2,36,0.45,2480,"hot,coastal",26,34,169600,53000,222600,0.65,0.03,1,1,0,1,70
Amritsar,Commercial,19,south,1900,medium,170,1.7,0.4,47,yes,A2,louvers,required,high,cold,24,60,700,low,M25,louvers,aluminum,119,30,3.8,0,0,C,18,3,29,0.9,2750,"cold,moderate",42,28,226100,57000,283100,2.1,0.4,1,0,0,1,44
Hospet,Commercial,18,south,1625,high,215,1.7,0.4,48,yes,A2,glass,required,high,hot,29,64,800,high,M96,glass,reflective,102,45,1,0.34,42,B,27,1.3,36,0.3,2480,"hot,coastal",45,36,165750,73125,238875,0.7,0.06,1,1,0,1,69
Dhanbad,Industrial,6,west,625,low,108,2.6,0.57,63,no,C,composite,not required,avg,hot,27,70,1200,medium,M227,composite,fiber,65,25,2.3,0,0,A1,22,1.3,31,1.7,1700,moderate,24,28,40625,15625,56250,0.3,0.57,1,0,0,0,48
Jamshedpur,Industrial,7,west,700,low,112,2.6,0.57,63,no,C,composite,not required,avg,hot,27,65,1300,medium,M217,composite,acp,27,26,2.2,0,0,B,21,1.3,31,1.8,1850,moderate,25,26,18900,18200,37100,0.4,0.57,1,0,0,0,47
Jamshedpur,Industrial,7,west,700,low,112,2.6,0.57,63,no,C,composite,not required,avg,hot,27,65,1300,medium,M217,composite,acp,27,26,2.2,0,0,B,21,1.3,31,1.8,1850,moderate,25,26,18900,18200,37100,0.4,0.57,1,0,0,0,47
Trivandrum,Hospital,8,east,1000,medium,160,1.5,0.3,42,yes,A1,composite,required,high,coastal,28,84,2800,high,M19,composite,hpl,50,33,2,0,0,A1,20,1.6,35,2.2,1500,coastal,26,24,50000,33000,83000,0.5,0.3,1,0,1,1,79
Parbhani,Residential,7,north,625,low,72,2.6,0.58,66,no,B,terracotta,required,avg,moderate,25,68,1050,low,M20,terracotta,panel,135,31,2.6,0,0,A2,34,1,28,3.5,2100,hot,14,42,84375,19375,103750,0,0.58,0,1,0,0,42
Pali,Residential,9,north,875,low,89,2.4,0.55,62,no,B,stone,required,avg,hot,28,55,500,high,M172,stone,quartz,86,28,2,0,0,A1,38,0.6,29,1.1,2650,hot,20,50,75250,24500,99750,0.4,0.55,1,1,0,1,67
Bangalore,Industrial,5,west,600,medium,120,2,0.45,55,no,C,composite,required,low,moderate,24,60,900,medium,M4,composite,acp,43,30,1.8,0,0,A2,15,1.5,30,2,1800,moderate,30,20,25800,18000,43800,0.2,0.45,1,0,0,1,61
Vijayawada,Residential,7,north,650,low,70,2.7,0.58,65,no,B,stone,required,avg,hot,30,66,900,medium,M88,stone,sandstone,60,26,1.9,0,0,A1,35,0.6,26,0.4,2300,hot,20,40,39000,16900,55900,0.8,0.58,1,1,0,1,61
Katni,Industrial,5,west,550,low,110,2.9,0.6,66,no,C,terracotta,required,low,hot,29,69,1000,high,M81,terracotta,panel,89,36,2.85,0,0,B,35,1,29,3.2,2120,hot,17,45,48950,19800,68750,0.05,0.6,1,1,0,1,71
Madurai,Commercial,19,south,1850,high,210,1.6,0.35,48,yes,A2,louvers,required,high,hot,30,70,900,high,M25,louvers,aluminum,68,30,3.8,0,0,A2,18,3,29,0.9,2750,"cold,moderate",42,28,125800,55500,181300,2.2,0.35,1,0,1,0,55
Sambhal,Industrial,3,west,375,low,75,2.8,0.59,65,no,C,stone,required,low,hot,30,67,850,high,M42,stone,marble,79,38,1.7,0,0,A2,42,0.5,25,0.3,2700,hot,22,52,29625,14250,43875,1.1,0.59,0,1,0,1,37
Varanasi,Commercial,19,south,1725,high,230,1.8,0.4,48,yes,A2,metal,required,high,hot,27,70,1050,medium,M232,metal,stainless,80,27,2.95,0,0,A2,46,0.4,33,0.3,7950,"hot,cold",48,58,138000,46575,184575,1.15,0.4,1,1,1,1,79
Bhopal,Commercial,14,south,1400,medium,130,1.9,0.42,52,yes,A2,metal,required,avg,hot,26,68,1100,medium,M13,metal,louvers,137,27,3.2,0,0,A1,26,2.5,31,0.6,2800,"hot,moderate",32,30,191800,37800,229600,1.3,0.42,0,0,0,1,27
Gajuwaka,Residential,9,north,900,medium,130,2.2,0.5,56,no,B,composite,not required,avg,moderate,24,70,1200,medium,M160,composite,hpl,40,28,2.4,0,0,B,30,1.1,30,2,1900,moderate,25,25,36000,25200,61200,0.2,0.5,1,0,1,1,80
Varanasi,Commercial,17,south,1650,high,240,1.7,0.4,45,yes,A2,composite,required,high,hot,27,69,1200,medium,M4,composite,acp,30,30,1.8,0,0,B,15,1.5,30,2,1800,moderate,30,20,49500,49500,99000,0.1,0.4,1,0,0,0,53
Kalyan,Hospital,14,east,1380,high,242,1.3,0.27,38,yes,A1,glass,required,high,hot,29,75,2500,high,M220,glass,reflective,165,45,0.92,0.28,35,A2,28,1.4,37,0.2,2550,"coastal,hot",45,38,227700,62100,289800,0.38,0.01,1,1,0,1,74
Madurai,Commercial,19,south,1850,high,210,1.6,0.35,48,yes,A2,louvers,required,high,hot,30,70,900,high,M25,louvers,aluminum,85,30,3.8,0,0,B,18,3,29,0.9,2750,"cold,moderate",42,28,157250,55500,212750,2.2,0.35,1,0,0,0,35
Firozabad,Residential,6,north,600,low,90,2.5,0.56,60,no,B,stone,required,avg,hot,27,68,950,medium,M36,stone,sandstone,136,22,1.8,0,0,A1,40,0.7,28,1,2200,hot,18,48,81600,13200,94800,0.7,0.56,0,1,0,1,43
Madurai,Commercial,19,south,1850,high,210,1.6,0.35,48,yes,A2,louvers,required,high,hot,30,70,900,high,M25,louvers,aluminum,85,30,3.8,0,0,B,18,3,29,0.9,2750,"cold,moderate",42,28,157250,55500,212750,2.2,0.35,1,0,0,0,35
Budaun,Commercial,19,south,1825,high,225,1.9,0.43,50,yes,A2,metal,not required,high,hot,28,71,1180,high,M43,metal,stainless,109,25,2.9,0,0,A2,48,0.4,30,0.2,8000,"moderate,cold",48,60,198925,45625,244550,1,0.43,1,1,1,0,70
Mandya,Industrial,4,west,450,low,95,2.8,0.59,65,no,C,stone,required,avg,moderate,25,72,950,low,M99,stone,limestone,70,28,2.2,0,0,A1,41,0.5,27,2.3,2320,moderate,22,50,31500,12600,44100,0.6,0.59,1,1,0,1,64
Chapra,Hospital,11,east,1125,high,235,1.4,0.28,39,yes,A1,metal,required,high,moderate,26,72,1100,medium,M173,metal,aluminum,54,32,3.3,0,0,A2,23,1.9,33,0.6,2780,"hot,coastal",40,32,60750,36000,96750,1.9,0.28,1,1,0,0,46
Salem,Commercial,18,south,1650,high,220,1.6,0.35,46,yes,A2,metal,not required,high,hot,29,68,850,high,M192,metal,stainless,73,29,2.95,0,0,A2,47,0.4,33,0.3,8000,"hot,cold",48,60,120450,47850,168300,1.35,0.35,1,1,1,1,77
Gangawati,Residential,9,north,825,low,90,2.5,0.56,62,no,B,terracotta,required,low,hot,29,68,750,high,M209,terracotta,gfrc,114,33,2.85,0,0,A1,35,1,28,2.9,2050,hot,18,45,94050,27225,121275,0.35,0.56,0,0,0,1,37
Madurai,Commercial,19,south,1850,high,210,1.6,0.35,48,yes,A2,louvers,required,high,hot,30,70,900,high,M25,louvers,aluminum,68,30,3.8,0,0,A2,18,3,29,0.9,2750,"cold,moderate",42,28,125800,55500,181300,2.2,0.35,1,0,1,0,55
Rajkot,Industrial,3,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,31,55,650,high,M10,stone,sandstone,131,26,1.95,0,0,C,45,0.4,27,3,2200,"hot,cold",12,55,45850,9100,54950,0.25,0.46,0,1,1,1,70
Vizianagaram,Commercial,18,south,1625,high,225,1.7,0.39,47,yes,A2,metal,not required,high,hot,28,73,1100,high,M179,metal,stainless,109,28,3,0,0,A2,45,0.4,33,0.3,7950,"hot,cold",48,58,177125,45500,222625,1.3,0.39,1,1,1,1,77
Delhi,Residential,8,north,800,low,80,2.2,0.5,60,no,B,stone,required,avg,hot,26,55,600,medium,M2,stone,granite,92,25,2,0,0,A2,40,0.5,28,1.2,2600,"hot,moderate",15,50,73600,20000,93600,0.2,0.5,0,1,0,1,50
Vadodara,Industrial,5,west,450,low,70,2.3,0.52,58,no,C,metal,required,avg,hot,29,58,800,high,M3,metal,aluminum,104,35,3.5,0,0,C,20,2,32,0.8,2700,"hot,coastal",40,25,46800,15750,62550,1.2,0.52,0,1,1,1,57
Mandsaur,Industrial,6,west,625,low,105,2.6,0.57,63,no,C,composite,not required,avg,hot,27,60,850,medium,M207,composite,fiber cement,65,25,2.3,0,0,C,22,1.3,31,1.7,1680,moderate,24,28,40625,15625,56250,0.3,0.57,1,0,1,0,68
Akola,Industrial,5,west,580,low,98,2.6,0.57,63,no,C,composite,not required,avg,hot,28,65,850,medium,M144,composite,fiber cement,84,24,2.3,0,0,A2,21,1.3,30,1.6,1700,moderate,23,27,48720,13920,62640,0.3,0.57,1,0,0,0,48
Belgaum,Industrial,8,west,725,low,85,2.5,0.55,62,no,C,composite,required,low,moderate,24,67,950,medium,M14,composite,acp,30,20,2.1,0,0,A1,16,1,33,1.9,1600,moderate,25,18,21750,14500,36250,0.4,0.55,1,0,0,1,57
Baranagar,Commercial,15,south,1400,high,205,1.9,0.42,50,yes,A2,metal,not required,high,hot,28,71,1250,high,M159,metal,stainless,88,24,2.95,0,0,A2,46,0.5,32,0.3,2800,"moderate,cold",45,60,123200,33600,156800,1.05,0.42,1,1,1,0,70
Rajkot,Industrial,3,west,350,medium,110,2.2,0.46,54,no,C,stone,required,avg,hot,31,55,650,high,M10,stone,sandstone,95,26,1.95,0,0,B,45,0.4,27,3,2200,"hot,cold",12,55,33250,9100,42350,0.25,0.46,1,1,0,1,70
Mancherial,Industrial,5,west,550,medium,130,2.7,0.58,64,no,C,stone,required,avg,hot,27,69,1050,medium,M211,stone,limestone,117,29,2.15,0,0,C,41,0.5,27,2.3,2400,moderate,23,52,64350,15950,80300,0.55,0.58,1,1,1,0,74
Kota,Hospital,11,east,1180,high,228,1.5,0.29,40,yes,A1,glass,required,high,hot,28,58,650,medium,M147,glass,reflective,134,44,0.92,0.28,36,A2,29,1.4,37,0.2,2530,"coastal,hot",44,37,158120,51920,210040,0.58,0.01,1,1,0,1,72
Sagar,Hospital,11,east,1175,high,230,1.4,0.28,39,yes,A1,metal,required,high,moderate,26,70,1050,medium,M72,metal,aluminum,72,35,3.1,0,0,A1,23,1.9,33,0.6,2750,"hot,coastal",42,32,84600,41125,125725,1.7,0.28,1,1,1,0,66
Kolhapur,Residential,12,north,1025,medium,130,2,0.45,53,no,B,composite,not required,high,moderate,26,72,1100,medium,M24,composite,gfrc,200,15,2.4,0,0,A2,28,0.7,32,1.6,1700,hot,30,20,205000,15375,220375,0.4,0.45,0,0,0,0,28
Bulandshahr,Residential,8,north,725,low,85,2.5,0.56,61,no,B,terracotta,required,low,hot,28,62,750,medium,M176,terracotta,gfrc,155,32,2.85,0,0,A2,35,1,28,2.9,2050,hot,18,45,112375,23200,135575,0.35,0.56,0,0,0,1,37
Bulandshahr,Residential,8,north,725,low,85,2.5,0.56,61,no,B,terracotta,required,low,hot,28,62,750,medium,M176,terracotta,gfrc,155,32,2.85,0,0,A2,35,1,28,2.9,2050,hot,18,45,112375,23200,135575,0.35,0.56,0,0,0,1,37
Sholapur,Commercial,17,south,1580,medium,175,1.7,0.4,47,yes,A2,louvers,required,high,hot,29,62,750,high,M188,louvers,zinc,97,31,3.5,0,0,B,23,2.4,31,0.7,2900,hot,42,34,153260,48980,202240,1.8,0.4,1,0,0,1,44
Patiala,Industrial,5,west,600,low,95,2.5,0.56,60,no,C,composite,not required,low,hot,30,68,900,medium,M49,composite,hpl,52,22,2,0,0,C,20,1,28,1.5,2000,moderate,22,25,31200,13200,44400,0.5,0.56,1,0,1,0,65
Satara,Industrial,9,west,875,low,78,2.4,0.54,61,no,C,stone,required,low,moderate,23,70,1200,medium,M22,stone,limestone,71,28,2.15,0,0,C,42,0.5,26,2.8,2300,moderate,16,48,62125,24500,86625,0.25,0.54,1,1,1,1,89
Lal Bahadur Nagar,Industrial,6,west,625,low,102,2.6,0.57,63,no,C,composite,not required,avg,hot,29,66,850,medium,M164,composite,hpl,58,25,2.2,0,0,C,21,1.3,31,1.8,1850,moderate,25,26,36250,15625,51875,0.4,0.57,1,0,1,0,67
